UserID,total_events,total_sessions,total_purchases,total_spend,unique_events,first_activity,last_activity,active_days,purchase_frequency,inactivity_days,churn_label,activity_level,segment
32,80,10,13,3247.73311700554,7,2024-01-02 16:38:13.873421,2024-07-23 21:00:58.088882,203,0.064,0,Active,High Activity,High Activity-Active
33,74,10,9,2312.6681977467724,7,2024-01-03 22:41:26.544427,2024-07-21 09:36:50.879126,199,0.0452,3,Active,Low Activity,Low Activity-Active
34,72,10,6,1403.954123041424,7,2024-01-01 00:54:00.409730,2024-07-22 09:12:25.793028,203,0.0296,2,Active,Low Activity,Low Activity-Active
35,77,10,13,3368.1910511745427,7,2024-01-03 04:01:10.942740,2024-07-23 18:14:23.662153,202,0.0644,0,Active,High Activity,High Activity-Active
36,81,10,9,1955.635029944926,7,2024-01-04 09:38:06.761937,2024-07-16 15:22:25.467675,194,0.0464,7,Potential Churn,High Activity,High Activity-Potential Churn
37,74,10,9,2443.434453352951,7,2024-01-02 19:26:55.865382,2024-07-23 06:09:25.211811,202,0.0446,1,Active,Low Activity,Low Activity-Active
38,80,10,10,2317.202120637273,7,2024-01-04 19:00:20.436461,2024-07-24 02:34:58.507252,201,0.0498,0,Active,High Activity,High Activity-Active
39,77,10,14,3346.502462661758,7,2024-01-03 05:52:09.689842,2024-07-21 15:00:25.643827,200,0.07,2,Active,High Activity,High Activity-Active
40,73,10,12,2785.422363784821,7,2024-01-08 16:24:18.731367,2024-07-21 04:05:05.864210,194,0.0619,3,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
41,70,10,6,1665.7676569677635,7,2024-01-03 07:52:51.358007,2024-07-24 03:13:42.941401,202,0.0297,0,Active,Low Activity,Low Activity-Active
42,71,10,9,1940.3958893331503,7,2024-01-01 21:09:42.537884,2024-07-22 16:18:50.862142,202,0.0446,1,Active,Low Activity,Low Activity-Active
43,66,10,11,3023.451947623379,7,2024-01-01 06:31:42.226902,2024-07-21 15:30:39.621348,202,0.0545,2,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
44,81,10,5,1500.4892540679489,7,2024-01-01 07:05:21.209369,2024-07-18 16:04:49.395741,199,0.0251,5,Active,High Activity,High Activity-Active
45,74,10,14,4094.26599737006,7,2024-01-01 13:01:54.651438,2024-07-05 04:41:25.349248,185,0.0757,19,Churned,Low Activity,Low Activity-Churned
46,72,10,9,3095.278896864917,7,2024-01-01 08:14:07.237998,2024-07-24 00:35:13.913334,204,0.0441,0,Active,Low Activity,Low Activity-Active
47,68,10,8,1633.1260044141009,7,2024-01-04 11:40:56.922561,2024-07-22 12:08:08.720833,200,0.04,1,Active,Low Activity,Low Activity-Active
48,75,10,11,2440.809867487216,7,2024-01-03 20:52:05.067371,2024-07-23 12:11:06.611008,201,0.0547,0,Active,High Activity,High Activity-Active
49,67,10,7,1459.3804388960357,7,2024-01-05 14:11:04.763690,2024-07-21 02:42:21.028663,197,0.0355,3,Active,Low Activity,Low Activity-Active
50,75,10,14,3470.451176107078,7,2024-01-01 14:43:13.300688,2024-07-23 18:03:30.645000,204,0.0686,0,Active,High Activity,High Activity-Active
51,82,10,8,1833.5882836982105,7,2024-01-04 02:46:55.780131,2024-07-23 17:27:12.262050,201,0.0398,0,Active,High Activity,High Activity-Active
52,79,10,10,1877.546504069977,7,2024-01-01 03:47:38.153057,2024-07-24 07:12:35.685850,205,0.0488,0,Active,High Activity,High Activity-Active
53,78,10,16,3984.2357826435614,7,2024-01-02 16:24:48.071381,2024-07-22 10:24:18.232807,201,0.0796,1,Active,High Activity,High Activity-Active
54,85,10,16,2153.364426343697,7,2024-01-08 01:55:14.267910,2024-07-20 12:03:00.363456,194,0.0825,3,Active,High Activity,High Activity-Active
55,76,10,7,1431.4637512810364,7,2024-01-02 16:19:01.150792,2024-07-22 10:22:41.475416,201,0.0348,1,Active,High Activity,High Activity-Active
56,74,10,8,2091.3956447458527,7,2024-01-01 03:27:36.916354,2024-07-23 08:55:58.782038,204,0.0392,1,Active,Low Activity,Low Activity-Active
57,69,10,12,3368.377235864162,7,2024-01-03 14:41:02.111577,2024-07-20 02:36:46.247803,198,0.0606,4,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
58,66,10,7,1555.0243851350656,7,2024-01-03 07:16:11.077455,2024-07-18 21:04:29.511721,197,0.0355,5,Active,Low Activity,Low Activity-Active
59,71,10,11,3031.305795221048,7,2024-01-02 22:06:22.146800,2024-07-22 06:16:52.232855,201,0.0547,2,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
60,80,10,8,1701.169418846914,7,2024-01-02 08:42:50.101200,2024-07-22 01:48:36.267342,201,0.0398,2,Active,High Activity,High Activity-Active
61,62,10,10,3015.686961346502,7,2024-01-02 08:36:50.199414,2024-07-17 10:11:05.897635,197,0.0508,7,Potential Churn,Low Activity,Low Activity-Potential Churn
62,80,10,9,2082.3858532518925,7,2024-01-01 08:53:11.512640,2024-07-23 08:06:42.514227,203,0.0443,1,Active,High Activity,High Activity-Active
63,71,10,9,2320.639966627527,7,2024-01-01 04:59:11.792573,2024-07-21 03:36:52.292523,201,0.0448,3,Active,Low Activity,Low Activity-Active
64,76,10,12,3866.185363034986,7,2024-01-05 02:49:41.936623,2024-07-24 05:09:45.305011,201,0.0597,0,Active,High Activity,High Activity-Active
65,85,10,14,2896.093930138214,7,2024-01-03 08:54:26.396374,2024-07-22 20:09:59.888771,201,0.0697,1,Active,High Activity,High Activity-Active
66,75,10,10,2909.2735543314275,7,2024-01-02 01:51:27.137925,2024-07-23 13:09:47.062947,203,0.0493,0,Active,High Activity,High Activity-Active
67,76,10,12,2575.7285703835787,7,2024-01-01 17:27:14.108035,2024-07-17 02:29:51.491129,197,0.0609,7,Potential Churn,High Activity,High Activity-Potential Churn
68,80,10,9,2343.633466615169,7,2024-01-03 04:17:01.136221,2024-07-23 22:32:10.618905,202,0.0446,0,Active,High Activity,High Activity-Active
69,68,10,11,2868.1795722214047,7,2024-01-03 14:05:42.003201,2024-07-20 17:11:20.404306,199,0.0553,3,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
70,80,10,12,3718.263425828034,7,2024-01-12 18:58:09.246712,2024-07-21 18:19:42.076866,190,0.0632,2,Active,High Activity,High Activity-Active
71,77,10,11,2926.638096852119,7,2024-01-01 22:25:31.081922,2024-07-24 07:29:46.397448,204,0.0539,0,Active,High Activity,High Activity-Active
72,75,10,7,1408.9776268460748,7,2024-01-05 09:32:40.935739,2024-07-23 07:57:37.260474,199,0.0352,1,Active,High Activity,High Activity-Active
73,71,10,6,841.3456003252152,7,2024-01-03 04:05:28.584412,2024-07-23 14:56:10.095941,202,0.0297,0,Active,Low Activity,Low Activity-Active
74,63,10,11,3345.551322551609,7,2024-01-05 02:56:26.758266,2024-07-21 16:04:03.273871,198,0.0556,2,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
75,67,10,9,2513.8992909820954,7,2024-01-01 12:37:44.061696,2024-07-18 07:58:01.013298,198,0.0455,6,Active,Low Activity,Low Activity-Active
76,77,10,8,1962.371027383452,7,2024-01-02 06:30:18.142640,2024-07-17 17:18:02.899459,197,0.0406,6,Active,High Activity,High Activity-Active
77,74,10,11,2590.8946530385206,7,2024-01-02 02:48:00.930518,2024-07-24 08:55:04.644344,204,0.0539,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
78,71,10,9,2331.567778591046,7,2024-01-01 18:58:53.909108,2024-07-24 09:06:20.423971,204,0.0441,0,Active,Low Activity,Low Activity-Active
79,77,10,12,2154.8963673759017,7,2024-01-05 17:13:12.466483,2024-07-14 08:16:03.592254,190,0.0632,10,Potential Churn,High Activity,High Activity-Potential Churn
80,65,10,13,2658.874482808034,7,2024-01-03 03:01:35.475932,2024-07-15 19:52:03.387556,194,0.067,8,Potential Churn,Low Activity,Low Activity-Potential Churn
81,71,10,8,2362.5229282217474,7,2024-01-04 11:36:05.042999,2024-07-23 15:11:04.184978,201,0.0398,0,Active,Low Activity,Low Activity-Active
82,75,10,8,2425.833507934605,7,2024-01-02 11:54:01.766505,2024-07-24 06:32:04.936476,203,0.0394,0,Active,High Activity,High Activity-Active
83,75,10,7,1882.8347574514776,7,2024-01-02 17:34:10.564408,2024-07-23 20:30:50.545877,203,0.0345,0,Active,High Activity,High Activity-Active
84,77,10,11,3395.975583349704,7,2024-01-02 06:34:52.954062,2024-07-21 20:02:28.878690,201,0.0547,2,Active,High Activity,High Activity-Active
85,76,10,11,3428.9061600838145,7,2024-01-02 11:13:32.919769,2024-07-23 02:08:06.248539,202,0.0545,1,Active,High Activity,High Activity-Active
86,71,10,12,3247.0079893695106,7,2024-01-03 12:57:16.147598,2024-07-24 06:13:11.875187,202,0.0594,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
87,74,10,12,2090.454087421357,7,2024-01-03 21:32:00.747073,2024-07-23 01:49:02.215973,201,0.0597,1,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
88,69,10,18,2926.705746728832,7,2024-01-10 05:08:48.588966,2024-07-21 13:35:56.648532,193,0.0933,2,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
89,68,10,10,2492.559928365464,7,2024-01-07 10:04:00.815048,2024-07-14 17:53:42.972497,189,0.0529,9,Potential Churn,Low Activity,Low Activity-Potential Churn
90,70,10,11,2858.7330036966555,7,2024-01-03 23:03:58.893476,2024-07-22 02:54:00.177647,200,0.055,2,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
91,86,10,18,4354.194643660499,7,2024-01-02 04:37:40.443107,2024-07-21 11:52:51.523893,201,0.0896,2,Active,High Activity,High Activity-Active
92,76,10,7,1704.710598120976,7,2024-01-08 09:44:44.815130,2024-07-21 04:40:30.865575,194,0.0361,3,Active,High Activity,High Activity-Active
93,71,10,12,2444.6009359168456,7,2024-01-01 08:53:45.586041,2024-07-19 07:02:30.762389,199,0.0603,5,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
94,76,10,16,3606.390317914912,7,2024-01-02 03:21:18.221472,2024-07-22 09:19:04.596004,202,0.0792,2,Active,High Activity,High Activity-Active
95,70,10,6,1311.2136124407484,7,2024-01-01 12:30:35.510590,2024-07-20 19:19:27.251408,201,0.0299,3,Active,Low Activity,Low Activity-Active
96,69,10,10,2487.8235948619936,7,2024-01-03 19:36:30.836502,2024-07-19 04:40:25.315050,197,0.0508,5,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
97,86,10,7,2062.9582164985154,7,2024-01-02 11:27:52.831348,2024-07-15 01:21:22.985704,194,0.0361,9,Potential Churn,High Activity,High Activity-Potential Churn
98,78,10,10,2833.208215235812,7,2024-01-03 00:33:56.199994,2024-07-24 06:17:21.133747,203,0.0493,0,Active,High Activity,High Activity-Active
99,70,10,9,2315.828453643918,7,2024-01-01 00:34:46.516424,2024-07-24 09:30:25.715375,205,0.0439,0,Active,Low Activity,Low Activity-Active
100,76,10,15,3591.5139580634936,7,2024-01-01 18:49:13.031574,2024-07-24 10:13:04.983908,204,0.0735,0,Active,High Activity,High Activity-Active
101,76,10,15,3057.296505627018,7,2024-01-02 23:53:55.015078,2024-07-24 07:37:22.603563,203,0.0739,0,Active,High Activity,High Activity-Active
102,74,10,12,2984.256604772951,7,2024-01-02 14:19:38.085599,2024-07-24 05:55:01.970494,203,0.0591,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
103,77,10,10,2954.0058961514605,7,2024-01-01 16:18:39.528831,2024-07-23 22:57:34.277309,204,0.049,0,Active,High Activity,High Activity-Active
104,74,10,9,1606.8892640663062,7,2024-01-01 14:12:35.759863,2024-07-20 10:26:11.280256,200,0.045,3,Active,Low Activity,Low Activity-Active
105,81,10,9,2489.153789453598,7,2024-01-02 21:05:08.570069,2024-07-23 06:30:30.258495,202,0.0446,1,Active,High Activity,High Activity-Active
106,85,10,11,2945.0007653636017,7,2024-01-01 03:55:57.793897,2024-07-22 20:18:44.828147,203,0.0542,1,Active,High Activity,High Activity-Active
107,75,10,11,2117.221182956116,7,2024-01-02 18:00:27.149974,2024-07-22 06:18:52.488118,201,0.0547,2,Active,High Activity,High Activity-Active
108,76,10,8,1943.809793249313,7,2024-01-01 01:24:21.938520,2024-07-23 02:12:33.730055,204,0.0392,1,Active,High Activity,High Activity-Active
109,79,10,11,2770.184896161725,7,2024-01-13 23:56:28.474223,2024-07-21 16:48:42.483525,189,0.0582,2,Active,High Activity,High Activity-Active
110,74,10,10,2119.525972231825,7,2024-01-05 21:51:34.614623,2024-07-24 09:13:20.440475,200,0.05,0,Active,Low Activity,Low Activity-Active
111,78,10,13,3243.2818349706768,7,2024-01-07 17:04:39.521903,2024-07-22 17:47:44.039008,197,0.066,1,Active,High Activity,High Activity-Active
112,75,10,8,1893.0895530257137,7,2024-01-06 17:25:27.559253,2024-07-22 21:53:06.090717,198,0.0404,1,Active,High Activity,High Activity-Active
113,82,10,16,3947.214949651422,7,2024-01-02 14:18:33.563689,2024-07-22 10:50:03.175032,201,0.0796,1,Active,High Activity,High Activity-Active
114,80,10,12,2507.8331636966327,7,2024-01-03 17:11:10.309991,2024-07-23 02:25:24.501361,201,0.0597,1,Active,High Activity,High Activity-Active
115,72,10,9,2543.519190712631,7,2024-01-02 06:33:14.668045,2024-07-23 21:47:18.428210,203,0.0443,0,Active,Low Activity,Low Activity-Active
116,80,10,10,2656.5877648987293,7,2024-01-01 19:25:41.589348,2024-07-22 23:57:59.597831,203,0.0493,1,Active,High Activity,High Activity-Active
117,80,10,9,2623.354700129232,7,2024-01-01 16:39:16.981268,2024-07-22 18:18:14.343915,203,0.0443,1,Active,High Activity,High Activity-Active
118,76,10,10,2516.61678986818,7,2024-01-01 02:58:10.678917,2024-07-13 22:27:09.960183,194,0.0515,10,Potential Churn,High Activity,High Activity-Potential Churn
119,81,10,15,2341.319462270036,7,2024-01-02 10:38:56.820762,2024-07-22 19:47:46.899559,202,0.0743,1,Active,High Activity,High Activity-Active
120,81,10,9,2246.251194960328,7,2024-01-02 01:38:33.810926,2024-07-19 17:41:01.241444,199,0.0452,4,Active,High Activity,High Activity-Active
121,73,10,11,3262.3326390026537,7,2024-01-01 21:13:55.124690,2024-07-20 14:19:40.664274,200,0.055,3,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
122,78,10,8,1875.4666213818743,7,2024-01-02 21:19:57.270934,2024-07-21 22:34:33.228869,201,0.0398,2,Active,High Activity,High Activity-Active
123,73,10,13,2989.9677996248524,7,2024-01-01 23:13:10.607419,2024-07-10 05:56:55.569903,190,0.0684,14,Potential Churn,Low Activity,Low Activity-Potential Churn
124,73,10,6,1446.4687422285435,7,2024-01-16 01:54:53.897293,2024-07-21 23:04:38.824693,187,0.0321,2,Active,Low Activity,Low Activity-Active
125,76,10,9,2601.3706079234785,7,2024-01-01 09:48:44.729052,2024-07-22 12:13:04.863282,203,0.0443,1,Active,High Activity,High Activity-Active
126,79,10,14,3990.1498704445694,7,2024-01-01 03:07:21.824411,2024-07-23 21:34:17.753878,204,0.0686,0,Active,High Activity,High Activity-Active
127,74,10,13,2435.1606199888497,7,2024-01-02 09:34:23.692729,2024-07-23 12:12:36.998494,203,0.064,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
128,70,10,17,3867.1039157127934,7,2024-01-02 09:43:44.700415,2024-07-20 01:45:29.334964,199,0.0854,4,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
129,68,10,9,1266.821380041231,7,2024-01-01 19:32:45.504598,2024-07-24 07:46:52.809264,204,0.0441,0,Active,Low Activity,Low Activity-Active
130,72,10,14,3181.5187123309947,7,2024-01-01 22:57:43.745455,2024-07-22 17:24:55.479965,202,0.0693,1,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
131,73,10,7,1900.3305013315369,7,2024-01-03 21:34:36.015079,2024-07-24 08:10:09.651318,202,0.0347,0,Active,Low Activity,Low Activity-Active
132,83,10,10,2616.952131508701,7,2024-01-02 08:59:11.551910,2024-07-20 12:36:58.035366,200,0.05,3,Active,High Activity,High Activity-Active
133,68,10,9,2288.8278195721496,7,2024-01-03 07:34:39.443197,2024-07-19 10:22:30.909477,198,0.0455,4,Active,Low Activity,Low Activity-Active
134,77,10,11,2216.0838439885683,7,2024-01-02 06:07:10.443784,2024-07-21 18:38:26.963550,201,0.0547,2,Active,High Activity,High Activity-Active
135,73,10,11,2409.4871423477457,7,2024-01-02 12:08:05.648507,2024-07-21 22:10:09.599703,201,0.0547,2,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
136,74,10,14,3414.2807050659144,7,2024-01-06 17:16:14.053229,2024-07-24 09:52:10.035079,199,0.0704,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
137,77,10,16,3077.397220528549,7,2024-01-01 08:57:46.166440,2024-07-14 09:44:57.131939,195,0.0821,10,Potential Churn,High Activity,High Activity-Potential Churn
138,69,10,12,2433.8831877892903,7,2024-01-01 03:30:46.559276,2024-07-24 05:00:48.735133,205,0.0585,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
139,77,10,10,2090.959993343182,7,2024-01-05 15:56:39.021984,2024-07-23 23:04:28.348391,200,0.05,0,Active,High Activity,High Activity-Active
140,78,10,10,3099.5972901038003,7,2024-01-08 08:34:03.321556,2024-07-22 09:35:36.990804,196,0.051,2,Active,High Activity,High Activity-Active
141,71,10,10,2374.03411466796,7,2024-01-03 00:42:34.222629,2024-07-23 09:22:33.047172,202,0.0495,1,Active,Low Activity,Low Activity-Active
142,73,10,10,1941.5421478502928,7,2024-01-02 00:48:49.662234,2024-07-22 15:24:53.445934,202,0.0495,1,Active,Low Activity,Low Activity-Active
143,75,10,8,1486.6328968137686,7,2024-01-03 15:48:37.732806,2024-07-22 05:40:43.701905,200,0.04,2,Active,High Activity,High Activity-Active
144,80,10,10,1782.8779256821076,7,2024-01-01 15:23:26.397178,2024-07-24 00:42:02.395293,204,0.049,0,Active,High Activity,High Activity-Active
145,73,10,8,1686.941442018774,7,2024-01-02 11:46:10.282114,2024-07-23 22:07:36.501887,203,0.0394,0,Active,Low Activity,Low Activity-Active
146,71,10,11,2037.721863749825,7,2024-01-03 18:15:47.436549,2024-07-22 11:41:15.984322,200,0.055,1,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
147,76,10,13,2503.637342615664,7,2024-01-02 03:52:14.821044,2024-07-23 19:19:16.153952,203,0.064,0,Active,High Activity,High Activity-Active
148,73,10,13,3469.3815491047912,7,2024-01-03 12:03:26.308029,2024-07-24 02:05:25.333611,202,0.0644,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
149,72,10,9,2194.4922458678066,7,2024-01-02 15:03:18.919198,2024-07-15 09:50:48.812024,194,0.0464,9,Potential Churn,Low Activity,Low Activity-Potential Churn
150,69,10,14,3946.609915458523,7,2024-01-07 02:12:58.445507,2024-07-22 18:25:53.072054,197,0.0711,1,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
151,70,10,6,1799.1411704138286,7,2024-01-04 14:49:27.663130,2024-07-19 16:54:55.307494,197,0.0305,4,Active,Low Activity,Low Activity-Active
152,66,10,7,1235.3865767278833,7,2024-01-02 12:18:29.277955,2024-07-23 06:12:47.543369,202,0.0347,1,Active,Low Activity,Low Activity-Active
153,61,10,8,2915.279932867289,7,2024-01-05 19:18:09.138251,2024-07-21 23:35:46.661829,198,0.0404,2,Active,Low Activity,Low Activity-Active
154,78,10,13,3967.903741686146,7,2024-01-01 04:48:51.226081,2024-07-23 01:00:44.904011,203,0.064,1,Active,High Activity,High Activity-Active
155,80,10,10,2863.7556585834536,7,2024-01-05 13:23:37.416177,2024-07-24 07:18:31.629515,200,0.05,0,Active,High Activity,High Activity-Active
156,69,10,10,1737.6649907081212,7,2024-01-07 16:04:22.555245,2024-07-21 20:07:29.266495,196,0.051,2,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
157,76,10,7,1219.6406992728614,7,2024-01-01 18:19:10.073802,2024-07-21 07:38:43.767490,201,0.0348,3,Active,High Activity,High Activity-Active
158,70,10,11,3444.5710101666546,7,2024-01-05 09:01:08.185762,2024-07-23 18:41:20.221077,200,0.055,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
159,69,10,8,2100.951209298421,7,2024-01-02 02:09:41.717344,2024-07-19 16:47:56.472011,199,0.0402,4,Active,Low Activity,Low Activity-Active
160,66,10,8,2453.3232682209723,7,2024-01-09 15:07:36.961819,2024-07-21 16:10:43.819000,194,0.0412,2,Active,Low Activity,Low Activity-Active
161,67,10,14,3350.389475114763,7,2024-01-01 05:47:52.144393,2024-07-24 05:11:54.016350,204,0.0686,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
162,77,10,12,3511.144924622685,7,2024-01-01 05:26:51.884910,2024-07-22 16:40:54.492047,203,0.0591,1,Active,High Activity,High Activity-Active
163,75,10,12,3025.7278210648105,7,2024-01-03 01:42:18.304488,2024-07-23 12:26:29.124920,202,0.0594,0,Active,High Activity,High Activity-Active
164,80,10,5,1462.071030631529,7,2024-01-06 15:57:53.504458,2024-07-23 17:54:12.593540,199,0.0251,0,Active,High Activity,High Activity-Active
165,75,10,14,2678.683719229284,7,2024-01-01 13:52:08.233188,2024-07-23 18:52:56.098434,204,0.0686,0,Active,High Activity,High Activity-Active
166,72,10,12,2662.811854820872,7,2024-01-04 11:58:56.924543,2024-07-21 16:52:48.359798,199,0.0603,2,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
167,80,10,8,1483.0307907142462,7,2024-01-03 21:58:38.173168,2024-07-23 01:39:04.483168,201,0.0398,1,Active,High Activity,High Activity-Active
168,65,10,9,2225.108163265287,7,2024-01-04 11:53:28.284635,2024-07-23 10:14:38.970273,200,0.045,0,Active,Low Activity,Low Activity-Active
169,68,10,8,1200.039659077092,7,2024-01-01 20:29:58.104879,2024-07-14 22:13:25.682666,195,0.041,9,Potential Churn,Low Activity,Low Activity-Potential Churn
170,86,10,15,3932.676553393059,7,2024-01-03 11:33:33.012268,2024-07-23 09:50:41.259795,201,0.0746,1,Active,High Activity,High Activity-Active
171,78,10,10,2420.811113253856,7,2024-01-04 17:49:16.610414,2024-07-21 12:40:55.878951,198,0.0505,2,Active,High Activity,High Activity-Active
172,88,10,14,2704.284175450618,7,2024-01-03 23:19:11.479733,2024-07-23 10:14:15.118152,201,0.0697,0,Active,High Activity,High Activity-Active
173,81,10,11,2597.575274809109,7,2024-01-05 19:56:00.984741,2024-07-24 03:01:29.137121,200,0.055,0,Active,High Activity,High Activity-Active
174,72,10,8,2211.469937335931,7,2024-01-02 23:12:48.927831,2024-07-20 11:31:51.260851,199,0.0402,3,Active,Low Activity,Low Activity-Active
175,71,10,10,3289.2650194062485,7,2024-01-03 13:35:13.377061,2024-07-23 02:51:29.384681,201,0.0498,1,Active,Low Activity,Low Activity-Active
